LINK_MODEL_BASED::ORIGINAL::LEFT_KNEE_ANGLE
File	Frame	X 	Y 	Z 
 - 	198			
 - 	199			
 - 	200			
 - 	201			
 - 	202			
 - 	203			
 - 	204			
 - 	205			
 - 	206			
 - 	207			
 - 	208			
 - 	209			
 - 	210			
 - 	211			
 - 	212			
 - 	213			
 - 	214			
 - 	215			
 - 	216			
 - 	217			
 - 	218			
 - 	219			
 - 	220			
 - 	221			
 - 	222			
 - 	223			
 - 	224			
 - 	225			
 - 	226			
 - 	227			
 - 	228			
 - 	229			
 - 	230			
 - 	231			
 - 	232			
 - 	233			
 - 	234			
 - 	235			
 - 	236			
 - 	237			
 - 	238			
 - 	239			
 - 	240			
 - 	241			
 - 	242			
 - 	243			
 - 	244			
 - 	245			
 - 	246			
 - 	247			
 - 	248			
 - 	249			
 - 	250			
 - 	251			
 - 	252			
 - 	253			
 - 	254			
 - 	255			
 - 	256			
 - 	257			
 - 	258			
 - 	259			
 - 	260			
 - 	261			
 - 	262			
 - 	263			
 - 	264			
 - 	265			
 - 	266			
 - 	267			
 - 	268			
 - 	269			
 - 	270			
 - 	271			
 - 	272			
 - 	273			
 - 	274			
 - 	275			
 - 	276			
 - 	277			
 - 	278			
 - 	279			
 - 	280			
 - 	281			
 - 	282			
 - 	283			
 - 	284			
 - 	285			
 - 	286			
 - 	287			
 - 	288			
 - 	289			
 - 	290			
 - 	291			
 - 	292			
 - 	293			
 - 	294			
 - 	295			
 - 	296			
 - 	297			
 - 	298			
 - 	299			
 - 	300			
 - 	301			
 - 	302			
 - 	303			
 - 	304			
 - 	305			
 - 	306			
 - 	307			
 - 	308			
 - 	309			
 - 	310			
 - 	311			
 - 	312			
 - 	313			
 - 	314			
 - 	315			
 - 	316			
 - 	317			
 - 	318			
 - 	319			
 - 	320			
 - 	321			
 - 	322			
 - 	323			
 - 	324			
 - 	325			
 - 	326			
 - 	327			
 - 	328			
 - 	329			
 - 	330			
 - 	331			
 - 	332			
 - 	333			
 - 	334			
 - 	335			
 - 	336			
 - 	337			
 - 	338			
 - 	339			
 - 	340			
 - 	341			
 - 	342			
 - 	343			
 - 	344			
 - 	345			
 - 	346			
 - 	347			
 - 	348			
 - 	349			
 - 	350			
 - 	351			
 - 	352			
 - 	353			
 - 	354			
 - 	355			
 - 	356			
 - 	357			
 - 	358			
 - 	359			
 - 	360			
 - 	361			
 - 	362			
 - 	363			
 - 	364			
 - 	365			
 - 	366			
 - 	367			
 - 	368			
 - 	369			
 - 	370			
 - 	371			
 - 	372			
 - 	373			
 - 	374			
 - 	375			
 - 	376			
 - 	377			
 - 	378			
 - 	379			
 - 	380			
 - 	381			
 - 	382			
 - 	383			
 - 	384			
 - 	385			
 - 	386			
 - 	387			
 - 	388			
 - 	389			
 - 	390			
 - 	391			
 - 	392			
 - 	393			
 - 	394			
 - 	395			
 - 	396			
 - 	397			
 - 	398			
 - 	399			
 - 	400			
 - 	401			
 - 	402			
 - 	403			
 - 	404			
 - 	405			
 - 	406			
 - 	407			
 - 	408			
 - 	409			
 - 	410			
 - 	411			
 - 	412			
 - 	413			
 - 	414			
 - 	415			
 - 	416			
 - 	417			
 - 	418			
 - 	419			
 - 	420			
 - 	421			
 - 	422			
 - 	423			
 - 	424			
 - 	425			
 - 	426			
 - 	427			
 - 	428			
 - 	429			
 - 	430			
 - 	431			
 - 	432			
 - 	433			
 - 	434			
 - 	435			
 - 	436			
 - 	437			
 - 	438			
 - 	439			
 - 	440			
 - 	441			
 - 	442			
 - 	443			
 - 	444			
 - 	445			
 - 	446			
 - 	447			
 - 	448			
 - 	449			
 - 	450			
 - 	451			
 - 	452			
 - 	453			
 - 	454			
 - 	455			
 - 	456			
 - 	457			
 - 	458			
 - 	459			
 - 	460			
 - 	461			
 - 	462			
 - 	463			
 - 	464			
 - 	465			
 - 	466			
 - 	467			
 - 	468			
 - 	469			
 - 	470			
 - 	471			
 - 	472			
 - 	473			
 - 	474			
 - 	475			
 - 	476			
 - 	477			
 - 	478			
 - 	479			
 - 	480			
 - 	481			
 - 	482			
 - 	483			
 - 	484			
 - 	485			
 - 	486			
 - 	487			
 - 	488			
 - 	489			
 - 	490			
 - 	491			
 - 	492			
 - 	493			
 - 	494			
 - 	495			
 - 	496			
 - 	497			
 - 	498			
 - 	499			
 - 	500			
 - 	501			
 - 	502			
 - 	503			
 - 	504			
 - 	505			
 - 	506			
 - 	507			
 - 	508			
 - 	509			
 - 	510			
 - 	511			
 - 	512			
 - 	513			
 - 	514			
 - 	515			
 - 	516			
 - 	517			
 - 	518			
 - 	519			
 - 	520			
 - 	521			
 - 	522			
 - 	523			
 - 	524			
 - 	525			
 - 	526			
 - 	527			
 - 	528			
 - 	529			
 - 	530			
 - 	531			
 - 	532			
 - 	533			
 - 	534			
 - 	535			
 - 	536			
 - 	537			
 - 	538			
 - 	539			
 - 	540			
 - 	541			
 - 	542			
 - 	543			
 - 	544			
 - 	545			
 - 	546			
 - 	547			
 - 	548			
 - 	549			
 - 	550			
 - 	551			
 - 	552			
 - 	553			
 - 	554			
 - 	555			
 - 	556			
 - 	557			
 - 	558			
 - 	559			
 - 	560			
 - 	561			
 - 	562			
 - 	563			
 - 	564			
 - 	565			
 - 	566			
 - 	567			
 - 	568			
 - 	569			
 - 	570			
 - 	571			
 - 	572			
 - 	573			
 - 	574			
 - 	575			
 - 	576			
 - 	577			
 - 	578			
 - 	579			
 - 	580			
 - 	581			
 - 	582			
 - 	583			
 - 	584			
 - 	585			
 - 	586			
 - 	587			
 - 	588			
 - 	589			
 - 	590			
 - 	591			
 - 	592			
 - 	593			
 - 	594			
 - 	595			
 - 	596			
 - 	597			
 - 	598			
 - 	599			
 - 	600			
 - 	601			
 - 	602			
 - 	603			
 - 	604			
 - 	605			
 - 	606			
 - 	607			
 - 	608			
 - 	609			
 - 	610			
 - 	611			
 - 	612			
 - 	613			
 - 	614			
 - 	615			
 - 	616			
 - 	617			
 - 	618			
 - 	619			
 - 	620			
 - 	621			
 - 	622			
 - 	623			
 - 	624			
 - 	625			
 - 	626			
 - 	627			
 - 	628			
 - 	629			
 - 	630			
 - 	631			
 - 	632			
 - 	633			
 - 	634			
 - 	635			
 - 	636			
 - 	637			
 - 	638			
 - 	639			
 - 	640			
 - 	641			
 - 	642			
 - 	643			
 - 	644			
 - 	645			
 - 	646			
 - 	647			
 - 	648			
 - 	649			
 - 	650			
 - 	651			
 - 	652			
 - 	653			
 - 	654			
 - 	655			
 - 	656			
 - 	657			
 - 	658			
 - 	659			
 - 	660			
 - 	661			
 - 	662			
 - 	663			
 - 	664			
 - 	665			
 - 	666			
 - 	667			
 - 	668			
 - 	669			
 - 	670			
 - 	671			
 - 	672			
 - 	673			
 - 	674			
 - 	675			
 - 	676			
 - 	677			
 - 	678			
 - 	679			
 - 	680			
 - 	681			
 - 	682			
 - 	683			
 - 	684			
 - 	685			
 - 	686			
 - 	687			
 - 	688			
 - 	689			
 - 	690			
 - 	691			
 - 	692			
 - 	693			
 - 	694			
 - 	695			
 - 	696			
 - 	697			
 - 	698			
 - 	699			
 - 	700			
 - 	701			
 - 	702			
 - 	703			
 - 	704			
 - 	705			
 - 	706			
 - 	707			
 - 	708			
 - 	709			
 - 	710			
 - 	711			
 - 	712			
 - 	713			
 - 	714			
 - 	715			
 - 	716			
 - 	717			
 - 	718			
 - 	719			
 - 	720			
 - 	721			
 - 	722			
 - 	723			
 - 	724			
 - 	725			
 - 	726			
 - 	727			
 - 	728			
 - 	729			
 - 	730			
 - 	731			
 - 	732			
 - 	733			
 - 	734			
 - 	735			
 - 	736			
 - 	737			
 - 	738			
 - 	739			
 - 	740			
 - 	741			
 - 	742			
 - 	743			
 - 	744			
 - 	745			
 - 	746			
 - 	747			
 - 	748			
 - 	749			
 - 	750			
 - 	751			
 - 	752			
 - 	753			
 - 	754			
 - 	755			
 - 	756			
 - 	757			
 - 	758			
 - 	759			
 - 	760			
 - 	761			
 - 	762			
 - 	763			
 - 	764			
 - 	765			
 - 	766			
 - 	767			
 - 	768			
 - 	769			
 - 	770			
 - 	771			
 - 	772			
 - 	773			
 - 	774			
 - 	775			
 - 	776			
 - 	777			
 - 	778			
 - 	779			
 - 	780			
 - 	781			
 - 	782			
 - 	783			
 - 	784			
 - 	785			
 - 	786			
 - 	787			
 - 	788			
 - 	789			
 - 	790			
 - 	791			
 - 	792			
 - 	793			
 - 	794			
 - 	795			
 - 	796			
 - 	797			
 - 	798			
 - 	799			
 - 	800			
 - 	801			
 - 	802			
 - 	803			
 - 	804			
 - 	805			
 - 	806			
 - 	807			
 - 	808			
 - 	809			
 - 	810			
 - 	811			
 - 	812			
 - 	813			
 - 	814			
 - 	815			
 - 	816			
 - 	817			
 - 	818			
 - 	819			
 - 	820			
 - 	821			
 - 	822			
 - 	823			
 - 	824			
 - 	825			
 - 	826			
 - 	827			
 - 	828			
 - 	829			
 - 	830			
 - 	831			
 - 	832			
 - 	833			
 - 	834			
 - 	835			
 - 	836			
 - 	837			
 - 	838			
 - 	839			
 - 	840			
 - 	841			
 - 	842			
 - 	843			
 - 	844			
 - 	845			
 - 	846			
 - 	847			
 - 	848			
 - 	849			
 - 	850			
 - 	851			
 - 	852			
 - 	853			
 - 	854			
 - 	855			
 - 	856			
 - 	857			
 - 	858			
 - 	859			
 - 	860			
 - 	861			
 - 	862			
 - 	863			
 - 	864			
 - 	865			
 - 	866			
 - 	867			
 - 	868			
 - 	869			
 - 	870			
 - 	871			
 - 	872			
 - 	873			
 - 	874			
 - 	875			
 - 	876			
 - 	877			
 - 	878			
 - 	879			
 - 	880			
 - 	881			
 - 	882			
 - 	883			
 - 	884			
 - 	885			
 - 	886			
 - 	887			
 - 	888			
 - 	889			
 - 	890			
 - 	891			
 - 	892			
 - 	893			
 - 	894			
 - 	895			
 - 	896			
 - 	897			
 - 	898			
 - 	899			
 - 	900			
 - 	901			
 - 	902			
 - 	903			
 - 	904			
 - 	905			
 - 	906			
 - 	907			
 - 	908			
 - 	909			
 - 	910			
 - 	911			
 - 	912			
 - 	913			
 - 	914			
 - 	915			
 - 	916			
 - 	917			
 - 	918			
 - 	919			
 - 	920			
 - 	921			
 - 	922			
 - 	923			
 - 	924			
 - 	925			
 - 	926			
 - 	927			
 - 	928			
 - 	929			
 - 	930			
 - 	931			
 - 	932			
 - 	933			
 - 	934			
 - 	935			
 - 	936			
 - 	937			
 - 	938			
 - 	939			
 - 	940	-25.479527	4.625655	3.170603
 - 	941	-23.788465	5.875310	3.627501
 - 	942	-22.536432	6.679667	6.321803
 - 	943	-21.592850	6.613544	7.993134
 - 	944	-20.253651	6.224693	9.535578
 - 	945	-18.499475	5.541399	10.791267
 - 	946	-16.365097	4.668148	11.852397
 - 	947	-13.931640	3.718880	12.858403
 - 	948	-11.310699	2.781816	13.838891
 - 	949	-8.617998	1.910572	14.752212
 - 	950	-5.961325	1.143153	15.558029
 - 	951	-3.470485	0.520688	16.225796
 - 	952	-1.330471	0.078196	16.745632
 - 	953	0.234739	-0.177367	17.122526
 - 	954	1.018187	-0.271585	17.295458
 - 	955	0.895101	-0.239423	17.130972
 - 	956	-0.122351	-0.103200	16.613546
 - 	957	-1.882317	0.113438	15.972031
 - 	958	-4.162450	0.359387	15.458636
 - 	959	-6.743420	0.570594	15.018967
 - 	960	-9.415361	0.710608	14.342769
 - 	961	-11.954967	0.776533	13.286060
 - 	962	-14.155005	0.772909	12.080647
 - 	963	-15.901663	0.711869	11.012927
 - 	964	-17.206652	0.618908	10.064166
 - 	965	-18.148994	0.486881	9.048435
 - 	966	-18.804388	0.249149	7.973886
 - 	967	-19.236694	-0.144405	7.080512
 - 	968	-19.513552	-0.622953	6.576419
 - 	969	-19.699402	-1.000852	6.464787
 - 	970	-19.839508	-1.106797	6.598072
 - 	971	-19.946346	-0.903541	6.788954
 - 	972	-19.983421	-0.501663	6.875304
 - 	973	-19.847698	-0.094158	6.755611
 - 	974	-19.374472	0.119305	6.381321
 - 	975	-18.406784	0.000633	5.745968
 - 	976	-16.917391	-0.443543	4.925946
 - 	977	-15.076796	-1.031633	4.074271
 - 	978	-13.181959	-1.517065	3.315640
 - 	979	-11.493236	-1.750232	2.702007
 - 	980	-10.111444	-1.745906	2.246372
 - 	981	-8.992136	-1.636574	1.902437
 - 	982	-8.060657	-1.564251	1.569571
 - 	983	-7.295584	-1.581706	1.149063
 - 	984	-6.711059	-1.641607	0.549021
 - 	985	-6.287479	-1.673490	-0.268249
 - 	986	-5.935855	-1.661133	-1.178100
 - 	987	-5.535774	-1.655437	-1.909498
 - 	988	-5.012089	-1.720879	-2.234867
 - 	989	-4.384007	-1.860553	-2.142598
 - 	990	-3.759720	-1.998115	-1.759969
 - 	991	-3.291153	-2.043769	-1.146613
 - 	992	-3.108127	-1.976489	-0.300101
 - 	993	-3.256744	-1.859931	0.691052
 - 	994	-3.690478	-1.781668	1.618404
 - 	995	-4.341820	-1.786135	2.257825
 - 	996	-5.213184	-1.863358	2.533704
 - 	997	-6.393430	-1.980019	2.608014
 - 	998	-8.007887	-2.104714	2.725821
 - 	999	-10.190886	-2.204382	2.954164
 - 	1000	-13.098633	-2.222447	3.125854
 - 	1001	-16.887255	-2.069278	3.035615
 - 	1002	-21.618391	-1.659079	2.647106
 - 	1003	-27.161316	-0.987776	2.107479
 - 	1004	-33.192833	-0.184859	1.604604
 - 	1005	-39.317017	0.521123	1.242051
 - 	1006	-45.212406	0.907911	1.030443
 - 	1007	-50.685444	0.872036	0.913400
 - 	1008	-55.621086	0.496472	0.765469
 - 	1009	-59.922062	0.019817	0.468932
 - 	1010	-63.486568	-0.316638	0.028469
 - 	1011	-66.211502	-0.429221	-0.459673
 - 	1012	-68.005836	-0.418968	-0.898258
 - 	1013	-68.803375	-0.488325	-1.214831
 - 	1014	-68.567093	-0.836159	-1.366242
 - 	1015	-67.288780	-1.555663	-1.306782
 - 	1016	-65.000870	-2.559176	-0.991094
 - 	1017	-61.790672	-3.607533	-0.454695
 - 	1018	-57.763027	-4.458254	0.223229
 - 	1019	-52.945511	-4.984041	1.046686
 - 	1020	-47.240219	-5.150280	2.086326
 - 	1021	-40.514786	-4.943047	3.376872
 - 	1022	-32.793842	-4.357311	4.889256
 - 	1023	-24.412485	-3.426444	6.532424
 - 	1024	-16.015081	-2.255850	8.136240
 - 	1025	-8.400239	-1.052698	9.502337
 - 	1026	-2.320712	-0.088236	10.511058
 - 	1027	1.677018	0.430325	11.135789
 - 	1028	3.383962	0.470537	11.375508
 - 	1029	3.013845	0.173881	11.250485
 - 	1030	1.149776	-0.242950	10.860216
 - 	1031	-1.482133	-0.607869	10.364408
 - 	1032	-4.296527	-0.856222	9.857251
 - 	1033	-7.006540	-1.017181	9.305914
 - 	1034	-9.577335	-1.162702	8.666828
 - 	1035	-12.056527	-1.351937	8.040813
 - 	1036	-14.417737	-1.587303	7.673990
 - 	1037	-16.506819	-1.806927	7.783026
 - 	1038	-18.109968	-1.929165	8.346407
 - 	1039	-19.084589	-1.918240	9.046514
 - 	1040	-19.441738	-1.805998	9.438395
 - 	1041	-19.324089	-1.646971	9.221270
 - 	1042	-18.925524	-1.461854	8.400303
 - 	1043	-18.415375	-1.230306	7.250623
 - 	1044	-17.886395	-0.932180	6.157674
 - 	1045	-17.330980	-0.593077	5.436338
 - 	1046	-16.651537	-0.286203	5.197162
 - 	1047	-15.704060	-0.079420	5.322173
 - 	1048	-14.379088	0.012779	5.590341
 - 	1049	-12.691550	0.017035	5.875805
 - 	1050	-10.804641	-0.032657	6.215565
 - 	1051	-8.956933	-0.106909	6.676244
 - 	1052	-7.345362	-0.195877	7.217356
 - 	1053	-6.049895	-0.327199	7.717336
 - 	1054	-5.041805	-0.544544	8.102716
 - 	1055	-4.230147	-0.855858	8.433992
 - 	1056	-3.505626	-1.211526	8.842648
 - 	1057	-2.809009	-1.535993	9.355938
 - 	1058	-2.205605	-1.778517	9.811003
 - 	1059	-1.875158	-1.934889	9.984677
 - 	1060	-2.004203	-2.021941	9.806604
 - 	1061	-2.682390	-2.043684	9.435536
 - 	1062	-3.883482	-1.994085	9.132032
 - 	1063	-5.514554	-1.881165	9.038931
 - 	1064	-7.486182	-1.731033	9.045349
 - 	1065	-9.781915	-1.567696	8.863334
 - 	1066	-12.493482	-1.399729	8.279732
 - 	1067	-15.785391	-1.229859	7.343311
 - 	1068	-19.815144	-1.072546	6.299361
 - 	1069	-24.653290	-0.960030	5.381318
 - 	1070	-30.218662	-0.928309	4.689701
 - 	1071	-36.266674	-0.996754	4.217420
 - 	1072	-42.458988	-1.169436	3.913543
 - 	1073	-48.471020	-1.453740	3.706162
 - 	1074	-54.059528	-1.859555	3.520661
 - 	1075	-59.045639	-2.380644	3.314623
 - 	1076	-63.263851	-2.991463	3.070933
 - 	1077	-66.570488	-3.654269	2.760933
 - 	1078	-68.899323	-4.298083	2.365842
 - 	1079	-70.259232	-4.790940	1.924956
 - 	1080	-70.648239	-5.008836	1.475031
 - 	1081	-69.990227	-4.978451	0.955160
 - 	1082	-68.183884	-4.901408	0.310820
 - 	1083	-65.210236	-5.003554	-0.299115
 - 	1084	-61.170757	-5.352909	-0.518952
 - 	1085	-56.212929	-5.796415	-0.060703
 - 	1086	-50.432568	-6.070309	1.054506
 - 	1087	-43.849163	-5.986946	2.507039
 - 	1088	-36.462986	-5.516621	3.934032
 - 	1089	-28.373930	-4.722195	5.180571
 - 	1090	-19.926491	-3.687328	6.315932
 - 	1091	-11.771426	-2.529950	7.469493
 - 	1092	-4.737165	-1.423739	8.691534
 - 	1093	0.438441	-0.548867	9.903805
 - 	1094	3.347185	-0.020957	10.898350
 - 	1095	4.014681	0.139393	11.409435
 - 	1096	2.863492	0.007003	11.271117
 - 	1097	0.556486	-0.276283	10.541525
 - 	1098	-2.238999	-0.575051	9.470821
 - 	1099	-5.068676	-0.834476	8.375169
 - 	1100	-7.760900	-1.090979	7.549852
 - 	1101	-10.309054	-1.416136	7.201292
 - 	1102	-12.690387	-1.840877	7.349711
 - 	1103	-14.788859	-2.309781	7.788771
 - 	1104	-16.457993	-2.697456	8.198701
 - 	1105	-17.622597	-2.893689	8.356347
 - 	1106	-18.323698	-2.884906	8.243845
 - 	1107	-18.690638	-2.733077	7.956450
 - 	1108	-18.857430	-2.495834	7.576429
 - 	1109	-18.865129	-2.199175	7.174526
 - 	1110	-18.632269	-1.857612	6.849591
 - 	1111	-18.040491	-1.490339	6.697594
 - 	1112	-17.064301	-1.127002	6.756068
 - 	1113	-15.813745	-0.802459	6.990953
 - 	1114	-14.455724	-0.545825	7.332537
 - 	1115	-13.102095	-0.385230	7.728441
 - 	1116	-11.751740	-0.352925	8.169632
 - 	1117	-10.318352	-0.454596	8.648279
 - 	1118	-8.723536	-0.639874	9.069102
 - 	1119	-6.980500	-0.830733	9.258216
 - 	1120	-5.200440	-0.977029	9.115597
 - 	1121	-3.531380	-1.077727	8.704947
 - 	1122	-2.093328	-1.156554	8.161976
 - 	1123	-0.952543	-1.228307	7.573321
 - 	1124	-0.140358	-1.290885	6.970353
 - 	1125	0.301778	-1.336137	6.390501
 - 	1126	0.295717	-1.358935	5.896641
 - 	1127	-0.243427	-1.358331	5.547830
 - 	1128	-1.337965	-1.330831	5.375086
 - 	1129	-2.905894	-1.265015	5.371609
 - 	1130	-4.798018	-1.147194	5.480047
 - 	1131	-6.897536	-0.965935	5.586658
 - 	1132	-9.216255	-0.709790	5.558247
 - 	1133	-11.924276	-0.381195	5.317910
 - 	1134	-15.289790	-0.027867	4.868445
 - 	1135	-19.550278	0.249551	4.216895
 - 	1136	-24.779142	0.352611	3.325964
 - 	1137	-30.828800	0.275322	2.207394
 - 	1138	-37.368080	0.121648	1.053628
 - 	1139	-43.971500	-0.003658	0.184608
 - 	1140	-50.230087	-0.102671	-0.205411
 - 	1141	-55.840740	-0.259210	-0.177544
 - 	1142	-60.621181	-0.564766	0.094381
 - 	1143	-64.471237	-1.093832	0.460283
 - 	1144	-67.355324	-1.859906	0.791184
 - 	1145	-69.306023	-2.739379	0.983533
 - 	1146	-70.373772	-3.516067	1.002677
 - 	1147	-70.543182	-4.050886	0.892690
 - 	1148	-69.727013	-4.370067	0.744324
 - 	1149	-67.840790	-4.598735	0.668321
 - 	1150	-64.862206	-4.841937	0.790452
 - 	1151	-60.829849	-5.127035	1.216976
 - 	1152	-55.807640	-5.428770	2.001275
 - 	1153	-49.856396	-5.674578	3.172965
 - 	1154	-43.049759	-5.708635	4.725369
 - 	1155	-35.527115	-5.346071	6.534173
 - 	1156	-27.524246	-4.516830	8.367539
 - 	1157	-19.395161	-3.321681	9.988706
 - 	1158	-11.673779	-1.983431	11.218905
 - 	1159	-5.067693	-0.790342	11.980847
 - 	1160	-0.273675	-0.000677	12.332716
 - 	1161	2.289846	0.276535	12.406492
 - 	1162	2.646118	0.115166	12.307601
 - 	1163	1.221920	-0.296579	12.086110
 - 	1164	-1.349169	-0.761509	11.764081
 - 	1165	-4.465075	-1.156693	11.380130
 - 	1166	-7.718612	-1.463094	11.014366
 - 	1167	-10.906924	-1.730636	10.740259
 - 	1168	-13.911209	-2.002297	10.541341
 - 	1169	-16.585051	-2.255527	10.305346
 - 	1170	-18.754246	-2.404999	9.926497
 - 	1171	-20.290783	-2.365591	9.424080
 - 	1172	-21.169271	-2.135218	8.964477
 - 	1173	-21.470879	-1.820471	8.749155
 - 	1174	-21.348270	-1.558118	8.844880
 - 	1175	-20.962074	-1.410873	9.120432
 - 	1176	-20.411005	-1.352173	9.377733
 - 	1177	-19.702381	-1.328134	9.527414
 - 	1178	-18.785685	-1.302723	9.597623
 - 	1179	-17.616629	-1.256706	9.623588
 - 	1180	-16.204468	-1.185148	9.629432
 - 	1181	-14.616328	-1.104851	9.703546
 - 	1182	-12.938404	-1.034476	9.971535
 - 	1183	-11.232968	-0.964130	10.443938
 - 	1184	-9.539703	-0.870697	10.945274
 - 	1185	-7.908078	-0.761960	11.229241
 - 	1186	-6.404863	-0.685465	11.152060
 - 	1187	-5.087025	-0.692530	10.751522
 - 	1188	-3.978115	-0.797240	10.194247
 - 	1189	-3.070619	-0.961818	9.658094
 - 	1190	-2.345953	-1.118623	9.263085
 - 	1191	-1.801140	-1.212793	9.065817
 - 	1192	-1.470886	-1.226862	9.045465
 - 	1193	-1.423093	-1.176943	9.106394
 - 	1194	-1.724288	-1.104757	9.156265
 - 	1195	-2.405283	-1.068471	9.181139
 - 	1196	-3.451394	-1.118873	9.218362
 - 	1197	-4.818742	-1.265007	9.262073
 - 	1198	-6.471567	-1.447405	9.215418
 - 	1199	-8.421310	-1.553378	8.963588
 - 	1200	-10.743772	-1.493354	8.482049
 - 	1201	-13.573130	-1.283069	7.825233
 - 	1202	-17.072813	-1.051697	7.033520
 - 	1203	-21.374329	-0.958847	6.099378
 - 	1204	-26.500811	-1.070551	5.005982
 - 	1205	-32.316029	-1.291289	3.792851
 - 	1206	-38.532330	-1.435407	2.616425
 - 	1207	-44.791710	-1.393897	1.732236
 - 	1208	-50.780231	-1.228922	1.356758
 - 	1209	-56.279510	-1.101140	1.504341
 - 	1210	-61.127850	-1.126386	1.937167
 - 	1211	-65.176643	-1.298574	2.294089
 - 	1212	-68.297180	-1.514249	2.340372
 - 	1213	-70.395180	-1.663299	2.134296
 - 	1214	-71.405487	-1.710242	1.940594
 - 	1215	-71.293533	-1.712676	1.965604
 - 	1216	-70.058350	-1.790716	2.221391
 - 	1217	-67.711365	-2.065405	2.681899
 - 	1218	-64.244873	-2.623816	3.444729
 - 	1219	-59.617168	-3.523006	4.662102
 - 	1220	-53.777172	-4.687912	6.389310
 - 	1221	-46.746834	-5.770437	8.482348
 - 	1222	-38.730572	-6.276134	10.596383
 - 	1223	-30.165182	-5.899177	12.342254
 - 	1224	-21.655363	-4.701400	13.495893
 - 	1225	-13.818905	-3.038917	14.121593
 - 	1226	-7.137589	-1.357276	14.566140
 - 	1227	-1.919369	0.018994	15.241342
 - 	1228	1.643680	0.952465	16.281643
 - 	1229	3.439083	1.413282	17.455656
 - 	1230	3.497412	1.417098	18.433659
 - 	1231	2.092159	1.037875	19.019146
 - 	1232	-0.275750	0.425547	19.111393
 - 	1233	-3.066747	-0.219716	18.633848
 - 	1234	-5.929199	-0.723295	17.632582
 - 	1235	-8.761254	-1.023794	16.366734
 - 	1236	-11.566832	-1.190276	15.174218
 - 	1237	-14.272478	-1.332556	14.272805
 - 	1238	-16.690895	-1.481564	13.761961
 - 	1239	-18.633106	-1.567618	13.717682
 - 	1240	-20.011497	-1.523561	14.139068
 - 	1241	-20.833843	-1.388092	14.828664
 - 	1242	-21.136814	-1.277235	15.413977
 - 	1243	-20.939524	-1.257727	15.535716
 - 	1244	-20.238993	-1.284136	15.078078
 - 	1245	-19.041246	-1.273528	14.248427
 - 	1246	-17.415941	-1.205145	13.438376
 - 	1247	-15.527846	-1.113540	13.017620
 - 	1248	-13.592278	-1.026126	13.190322
